player computer r s p
rrrr sspr 1 0 0
rrrr ssps 0 1 0
rrrr ssrs 2 0 0
rrrr sssr 0 1 1
rrrrp ppppp 29 30 34
rrrrp ppppr 0 0 1
rrrrp pppps 2 3 0
rrrrp pprpp 1 0 1
rrrrp ppspp 0 0 1
rrrrp prppp 0 1 0
rrrrp rpppp 40 39 22
rrrrp rpppr 0 2 0
rrrrp rppsp 3 0 1
rrrrp rprpp 0 1 0
rrrrp rrppr 1 0 0
rrrrp rsppp 0 1 2
rrrrp spppp 33 17 23
rrrrp spppr 1 0 0
rrrrp sppps 0 1 0
rrrrp spprp 0 1 0
rrrrp sppsp 0 0 1
rrrrp sprpr 1 0 0
rrrrp sprps 1 0 0
rrrrp spspp 1 0 0
rrrrp srppp 0 1 0
rrrrp ssppp 6 0 3
rrrrp sspps 0 1 0
rrrrp sssrr 0 0 1
rrrrr ppppp 282 94 37
rrrrr ppppr 11 1 1
rrrrr pppps 11 0 2
rrrrr ppprp 10 1 1
rrrrr ppprr 1 0 0
rrrrr pppsp 5 0 1
rrrrr pprpp 4 1 0
rrrrr pprpr 1 0 0
rrrrr ppspp 3 3 1
rrrrr ppsps 1 0 0
rrrrr ppssp 1 0 0
rrrrr ppsss 0 1 0
rrrrr prppp 27 8 2
rrrrr prppr 2 0 0
rrrrr prprp 1 0 0
rrrrr prprr 1 0 0
rrrrr prpsp 2 0 0
rrrrr prrpp 1 0 0
rrrrr psppp 13 3 6
rrrrr pspps 0 1 0
rrrrr pspsr 1 0 0
rrrrr psrss 0 0 1
rrrrr psspp 2 0 1
rrrrr psssr 1 0 0
rrrrr rpppp 342 56 55
rrrrr rpppr 8 0 1
rrrrr rppps 7 0 1
rrrrr rpprp 8 2 0
rrrrr rpprs 1 0 0
rrrrr rppsp 6 0 0
rrrrr rppsr 1 0 1
rrrrr rprpp 5 1 0
rrrrr rprps 1 0 0
rrrrr rprrs 0 1 0
rrrrr rprsp 1 0 0
rrrrr rpspp 10 0 0
rrrrr rpspr 0 1 0
rrrrr rpsps 1 0 0
rrrrr rpssr 1 0 0
rrrrr rrppp 14 4 3
rrrrr rrppr 2 0 0
rrrrr rrpps 1 0 0
rrrrr rrprp 1 0 0
rrrrr rrprr 1 0 0
rrrrr rrrrp 1 0 0
rrrrr rrsps 1 0 0
rrrrr rsppp 23 7 1
rrrrr rsppr 2 0 0
rrrrr rspps 1 0 0
rrrrr spppp 266 52 37
rrrrr spppr 29 0 0
rrrrr sppps 8 3 0
rrrrr spprp 13 0 0
rrrrr spprs 1 0 0
rrrrr sppsp 6 3 0
rrrrr sppsr 1 0 0
rrrrr sprpp 4 0 1
rrrrr sprps 1 0 0
rrrrr spspp 8 1 0
rrrrr spspr 0 1 0
rrrrr spssp 1 0 0
rrrrr srppp 9 9 1
rrrrr srppr 1 0 0
rrrrr srprp 1 0 0
rrrrr srpsr 1 0 0
rrrrr srrrp 1 0 0
rrrrr srrrs 0 1 0
rrrrr ssppp 18 6 5
rrrrr sspps 2 0 1
rrrrr ssprs 1 0 0
rrrrr ssrsp 2 0 0
rrrrs ppppp 10 25 17
rrrrs pppps 0 1 0
rrrrs pppsp 0 0 1
rrrrs ppspp 0 0 1
rrrrs prppp 1 3 1
rrrrs prppr 0 0 2
rrrrs psppp 1 1 3
rrrrs rpppp 18 67 35
rrrrs rpppr 1 0 1
rrrrs rppps 1 0 1
rrrrs rpprp 0 1 0
rrrrs rrppp 1 1 4
rrrrs rsppp 0 2 0
rrrrs rspsp 0 0 1
rrrrs rsssr 1 0 0
rrrrs spppp 19 76 37
rrrrs spppr 5 1 0
rrrrs sppps 3 0 0
rrrrs spprp 0 0 1
rrrrs sppsp 0 1 0
rrrrs srppp 3 0 2
rrrrs srppr 0 0 1
rrrrs ssppp 0 1 1
rrrrs sspps 1 0 0
rrrrs sspsp 0 1 0
rrrrs sssrs 1 0 0
rrrs pppp 28 118 57
rrrs pppr 1 0 0
rrrs ppps 2 1 0
rrrs pprp 0 3 1
rrrs ppsp 1 2 1
rrrs prpp 1 1 1
rrrs pspp 2 0 1
rrrs psrr 1 0 0
rrrs rppp 18 33 51
rrrs rppr 1 0 0
rrrs rpps 2 0 0
rrrs rprp 0 1 2
rrrs rpsp 1 2 0
rrrs rrpp 1 3 1
rrrs rspp 0 1 3
rrrs sppp 21 22 40
rrrs sppr 1 2 3
rrrs sprp 1 0 2
rrrs spsp 0 1 2
rrrs srpp 1 2 2
rrrs srrp 1 0 0
rrrs sspp 2 3 5
rrrs ssrr 1 0 0
rrrs sssr 0 0 1
rrrsp ppppp 0 4 0
rrrsp ppppr 19 16 7
rrrsp pppps 2 3 5
rrrsp pprpp 0 1 0
rrrsp ppspp 0 0 1
rrrsp prppr 1 0 0
rrrsp pspps 0 0 1
rrrsp rpppp 1 2 0
rrrsp rpppr 1 0 0
rrrsp rppps 13 17 17
rrrsp rprpp 1 0 0
rrrsp rprpr 1 0 0
rrrsp rsppr 0 0 1
rrrsp rspps 0 0 2
rrrsp spppp 2 0 1
rrrsp spppr 1 7 0
rrrsp sppps 7 10 10
rrrsp spprr 0 1 0
rrrsp spprs 1 0 1
rrrsp sprpp 0 1 1
rrrsp spsps 0 2 0
rrrsp srppp 1 0 0
rrrsp srpps 0 0 1
rrrsp ssppp 1 1 0
rrrsp sspps 0 2 1
rrrsp sssrs 0 1 0
rrrsr ppppp 0 2 0
rrrsr ppppr 11 7 2
rrrsr pppps 2 2 2
rrrsr ppprr 1 0 0
rrrsr pppsp 1 1 0
rrrsr ppsps 0 0 1
rrrsr prpps 1 0 0
rrrsr psppp 0 2 0
rrrsr psrrp 1 0 0
rrrsr rppps 4 7 7
rrrsr rpprs 0 0 1
rrrsr rppsp 1 0 0
rrrsr rppsr 0 1 0
rrrsr rpspr 0 1 0
rrrsr rrppr 0 0 1
rrrsr spppp 0 1 0
rrrsr spppr 0 1 3
rrrsr sppps 2 9 3
rrrsr spprs 1 0 0
rrrsr sprps 0 1 0
rrrsr srpps 0 0 1
rrrsr ssppp 0 1 0
rrrsr sspps 0 0 1
rrrsr ssrrs 0 0 1
rrrss ppppp 0 3 0
rrrss ppppr 43 10 20
rrrss pppps 35 2 3
rrrss pppsp 0 1 0
rrrss pprpr 1 0 0
rrrss pprps 2 0 0
rrrss ppspp 0 1 1
rrrss prppp 1 0 0
rrrss rpppp 1 0 1
rrrss rppps 3 10 17
rrrss rprpr 0 0 1
rrrss rpspp 0 1 0
rrrss rpspr 0 0 1
rrrss rrppr 1 1 1
rrrss rspps 1 0 0
rrrss spppp 0 6 1
rrrss spppr 0 3 3
rrrss sppps 2 3 4
rrrss spprs 0 1 1
rrrss spsps 0 0 1
rrrss srpps 1 0 1
rrrss sspps 3 0 0
rrs ppp 40 44 61
rrs ppr 1 0 0
rrs pps 1 1 1
rrs prp 7 6 3
rrs psp 2 2 8
rrs rpp 52 67 108
rrs rpr 0 0 5
rrs rps 0 0 1
rrs rrp 3 1 2
rrs rrs 0 1 0
rrs rsp 4 2 4
rrs rsr 0 0 1
rrs spp 42 56 105
rrs spr 1 1 2
rrs sps 1 2 3
rrs srp 8 7 10
rrs srs 0 1 0
rrs ssp 10 4 6
rrs ssr 1 2 0
rrs sss 1 0 1
rrsp pppp 1 0 1
rrsp pppr 4 1 1
rrsp ppps 14 18 17
rrsp ppss 0 0 1
rrsp prpp 1 0 0
rrsp prpr 1 0 0
rrsp pspp 1 0 1
rrsp psps 1 3 2
rrsp rppp 0 1 0
rrsp rppr 1 3 0
rrsp rpps 36 39 22
rrsp rprs 1 2 2
rrsp rpss 0 0 1
rrsp rrpp 1 0 1
rrsp rspp 1 0 1
rrsp rsps 2 0 0
rrsp rsrs 1 0 0
rrsp sppp 1 3 0
rrsp spps 36 34 27
rrsp sprr 1 0 0
rrsp sprs 1 0 0
rrsp spsp 1 1 0
rrsp srpr 4 1 2
rrsp srps 1 2 0
rrsp sspp 1 3 2
rrsp sssp 1 0 0
rrspp ppppp 0 1 0
rrspp ppprp 1 0 0
rrspp pppsp 2 2 2
rrspp pppss 5 2 4
rrspp ppssr 0 0 1
rrspp psppr 1 0 0
rrspp pspsr 0 0 2
rrspp rppsp 1 1 0
rrspp rppsr 6 6 7
rrspp rprsr 1 0 1
rrspp rpsss 0 0 1
rrspp rrppp 1 0 0
rrspp rsppp 1 0 0
rrspp sppsp 11 11 3
rrspp sppss 0 1 1
rrspp srprp 1 1 0
rrspp ssppr 1 1 0
rrspr ppppp 0 0 1
rrspr ppprp 1 0 0
rrspr ppprr 1 0 0
rrspr ppprs 0 1 1
rrspr pppsp 1 0 2
rrspr pppss 1 6 2
rrspr prppp 0 0 1
rrspr prprp 0 1 0
rrspr pspps 0 0 1
rrspr pspss 1 0 0
rrspr rppsp 1 3 1
rrspr rppsr 13 8 9
rrspr rppss 0 1 0
rrspr rprsr 0 0 1
rrspr rrpps 1 0 0
rrspr rspps 0 1 0
rrspr rspsp 0 0 1
rrspr rspsr 1 0 0
rrspr rsrss 0 0 1
rrspr spppr 1 0 0
rrspr sppsp 11 16 4
rrspr sppsr 1 1 1
rrspr sppss 1 0 0
rrspr sprrp 0 0 1
rrspr sprsp 0 1 0
rrspr spspp 0 0 1
rrspr srprp 0 1 1
rrspr srprr 0 2 0
rrspr srpsr 0 1 0
rrspr ssppr 1 0 0
rrspr ssspp 0 1 0
rrsps ppprs 1 0 0
rrsps pppsp 1 0 0
rrsps pppsr 1 1 0
rrsps pppss 9 5 1
rrsps pspsp 1 0 0
rrsps pspsr 1 0 0
rrsps pspss 0 1 0
rrsps rppps 0 1 0
rrsps rpprr 3 0 0
rrsps rppsp 3 2 0
rrsps rppsr 14 11 5
rrsps rppss 0 0 1
rrsps rprsp 1 0 0
rrsps spppr 2 0 1
rrsps sppsp 16 8 7
rrsps sppsr 0 0 1
rrsps sppss 0 0 1
rrsps spspp 1 0 0
rrsps srprp 0 1 0
rrsps srpsp 1 0 0
rrsps srpss 0 1 0
rrsps ssppp 0 0 1
rrsps ssppr 2 0 0
rrsr pppr 3 4 2
rrsr ppps 6 11 12
rrsr pprs 0 0 1
rrsr ppss 0 0 1
rrsr prpp 1 0 1
rrsr prpr 0 2 2
rrsr prps 0 0 1
rrsr pspr 1 0 0
rrsr psps 1 0 0
rrsr rppp 0 1 1
rrsr rppr 1 0 1
rrsr rpps 8 9 28
rrsr rrpp 1 0 0
rrsr rrpr 1 0 0
rrsr rrps 0 0 1
rrsr rspp 0 1 0
rrsr rsps 2 0 1
rrsr sppr 0 0 1
rrsr spps 15 9 17
rrsr sprs 0 0 1
rrsr spss 0 1 0
rrsr srpr 1 2 0
rrsr srps 1 1 3
rrsr sspp 3 4 3
rrsr ssrr 0 1 0
rrsr ssss 0 0 1
rrsrp ppprp 1 0 0
rrsrp ppprr 1 0 0
rrsrp pppsr 1 1 1
rrsrp pppss 5 2 1
rrsrp pprsp 1 0 0
rrsrp ppsss 1 0 0
rrsrp prppp 1 0 0
rrsrp prprr 1 1 0
rrsrp prpsp 0 1 0
rrsrp rpppr 1 0 0
rrsrp rpprp 1 0 0
rrsrp rppsp 0 1 0
rrsrp rppsr 0 1 2
rrsrp rppss 8 4 12
rrsrp rrpsp 1 0 0
rrsrp rspsp 0 1 0
rrsrp spprs 1 0 0
rrsrp sppsp 5 1 6
rrsrp sppsr 0 1 0
rrsrp sppss 2 1 0
rrsrp sprsp 0 1 0
rrsrp srpss 1 0 2
rrsrp ssppp 0 1 0
rrsrp ssppr 0 1 0
rrsrp sssss 0 1 0
rrsrr ppprr 0 1 0
rrsrr ppprs 1 1 0
rrsrr pppsr 1 1 0
rrsrr pppss 2 1 1
rrsrr prpps 0 0 1
rrsrr psprr 1 0 0
rrsrr pspsp 0 0 1
rrsrr rpprs 0 1 0
rrsrr rppsr 1 0 1
rrsrr rppss 2 1 2
rrsrr rrppp 1 0 0
rrsrr rrprr 1 0 0
rrsrr rspsp 1 1 0
rrsrr sppsp 2 4 1
rrsrr sppsr 0 1 0
rrsrr sppss 5 1 1
rrsrr srprr 0 1 0
rrsrr srpss 1 0 0
rrsrr ssppp 1 0 0
rrsrr ssppr 1 0 1
rrsrs ppprp 2 0 0
rrsrs ppprr 0 1 0
rrsrs ppprs 0 0 1
rrsrs pppsr 0 1 1
rrsrs pppss 2 4 2
rrsrs prprr 0 0 1
rrsrs prprs 0 0 1
rrsrs rppps 0 1 0
rrsrs rppsp 1 0 2
rrsrs rppss 0 2 3
rrsrs rsppp 1 0 0
rrsrs sppsp 1 2 3
rrsrs sppss 2 1 0
rrsrs spssp 0 0 1
rrsrs srprp 0 0 1
rrsrs srprr 1 0 0
rrsrs srpsr 0 0 1
rrsrs ssppp 0 1 1
rrsrs ssppr 0 2 0
rrsrs ssrrp 1 0 0
rrss pppp 0 1 0
rrss pppr 3 3 2
rrss ppps 10 11 13
rrss ppsp 1 0 0
rrss prpp 0 1 3
rrss prpr 0 0 1
rrss prps 0 0 1
rrss psps 0 0 2
rrss rppr 0 1 0
rrss rpps 22 23 20
rrss rrpp 0 1 0
rrss rrsr 1 0 0
rrss rsps 0 0 2
rrss sppp 1 0 2
rrss sppr 0 1 0
rrss spps 15 6 27
rrss sprs 0 0 1
rrss spss 0 1 1
rrss srpr 1 2 2
rrss srps 0 1 1
rrss srss 0 0 1
rrss sspp 1 0 3
rrss ssrr 0 2 0
rrssp ppprr 1 0 1
rrssp pppsp 0 1 1
rrssp pppsr 1 0 0
rrssp pppss 2 7 1
rrssp prppp 0 1 0
rrssp prpps 1 1 0
rrssp prprs 0 0 1
rrssp prpss 1 0 0
rrssp pspsr 0 0 1
rrssp pspss 0 1 0
rrssp rppsp 3 2 3
rrssp rppsr 3 3 2
rrssp rppss 2 1 1
rrssp rspsr 1 0 0
rrssp rspss 0 0 1
rrssp spppp 0 0 1
rrssp spppr 0 0 1
rrssp sppsp 1 0 0
rrssp sppss 8 5 12
rrssp sprss 1 0 0
rrssp spssr 1 0 0
rrssp srprr 1 0 0
rrssp srprs 1 0 0
rrssp srpsr 0 0 1
rrssp srssp 1 0 0
rrssp sspps 2 1 0
rrssr ppprr 1 1 1
rrssr pppss 1 4 5
rrssr ppspr 1 0 0
rrssr rppsp 1 3 1
rrssr rppsr 4 1 4
rrssr rppss 3 1 2
rrssr rrsrs 0 0 1
rrssr sppps 1 0 0
rrssr sppsp 0 1 0
rrssr sppss 4 4 6
rrssr srprs 0 0 1
rrssr sspps 0 1 0
rrsss pppps 1 0 0
rrsss ppprp 0 1 0
rrsss ppprr 0 0 2
rrsss pppsp 0 1 0
rrsss pppss 2 4 4
rrsss prpps 0 0 1
rrsss rpprs 1 0 0
rrsss rppsp 3 4 5
rrsss rppsr 0 1 1
rrsss rppss 1 3 4
rrsss rrppr 0 1 0
rrsss spprp 0 1 0
rrsss sppss 1 4 1
rrsss spsss 0 1 0
rrsss srprr 0 1 0
rrsss srprs 0 1 0
rrsss srpss 0 1 0
rrsss ssrrr 0 1 0
rrsss ssrrs 0 1 0
rs pp 210 235 367
rs pr 9 8 22
rs ps 18 10 25
rs rp 289 201 359
rs rr 14 19 14
rs rs 15 18 22
rs sp 288 230 431
rs sr 13 21 23
rs ss 26 32 29
rsp ppp 15 10 7
rsp ppr 7 4 6
rsp pps 133 97 64
rsp prp 0 1 0
rsp prr 0 1 0
rsp prs 14 2 3
rsp psp 3 6 3
rsp psr 1 0 0
rsp pss 6 4 1
rsp rpp 45 19 31
rsp rpr 3 7 2
rsp rps 97 67 69
rsp rrp 0 0 1
rsp rrr 7 4 1
rsp rrs 1 0 0
rsp rsp 5 1 2
rsp rsr 1 1 1
rsp rss 2 5 2
rsp spp 28 13 24
rsp spr 4 2 2
rsp sps 132 126 68
rsp srp 1 0 0
rsp srr 5 0 8
rsp srs 3 2 2
rsp ssp 1 1 2
rsp ssr 12 6 5
rspp pppp 3 2 2
rspp pprp 2 3 1
rspp ppsp 22 14 18
rspp ppsr 0 2 5
rspp ppss 1 0 2
rspp prsp 2 0 1
rspp pspr 2 0 1
rspp pssr 0 1 0
rspp rppp 11 6 11
rspp rpps 3 0 0
rspp rprr 0 0 1
rspp rpsp 28 15 25
rspp rpsr 0 0 1
rspp rrpp 0 0 1
rspp rrrr 0 0 1
rspp rspp 2 0 0
rspp rsrp 0 1 0
rspp rssr 0 2 0
rspp sppp 7 3 14
rspp sprp 0 1 1
rspp spsp 5 3 9
rspp spsr 21 10 15
rspp spss 0 0 1
rspp srrr 0 0 1
rspp srrs 3 0 4
rspp srsp 1 0 0
rspp srsr 0 1 0
rspp sspp 0 1 0
rspp ssps 0 1 0
rspp ssrp 4 0 0
rspp ssrr 0 0 1
rsppp ppppr 1 1 0
rsppp pprpr 0 1 0
rsppp ppspp 3 2 8
rsppp ppspr 3 1 0
rsppp ppsrp 0 1 0
rsppp ppsrr 0 0 1
rsppp ppsrs 1 1 1
rsppp ppssp 0 0 2
rsppp prspp 0 0 1
rsppp psprp 1 0 0
rsppp rpppp 2 1 3
rsppp rpppr 3 0 1
rsppp rppps 0 0 1
rsppp rprrs 1 0 0
rsppp rpspp 4 3 18
rsppp rpsrs 0 0 1
rsppp rrppr 0 1 0
rsppp rrrrr 0 0 1
rsppp spppp 0 0 1
rsppp sppps 2 10 1
rsppp sprpr 1 0 0
rsppp spspr 1 0 0
rsppp spsps 2 3 3
rsppp spsrp 4 0 3
rsppp spsrr 0 2 1
rsppp spsrs 1 2 2
rsppp spssp 0 1 0
rsppp srrrp 1 0 0
rsppp srrsp 0 0 2
rsppp srrss 1 0 1
rsppp ssrrr 1 0 0
rsppr ppppp 1 1 0
rsppr ppppr 0 0 1
rsppr pprpr 1 0 1
rsppr ppspp 3 8 1
rsppr ppspr 2 5 2
rsppr ppsps 0 1 0
rsppr ppsss 0 1 0
rsppr prspp 0 1 0
rsppr prspr 1 0 0
rsppr psprp 0 0 2
rsppr rpppp 2 4 0
rsppr rpppr 0 1 1
rsppr rppps 1 1 1
rsppr rppsp 2 0 0
rsppr rppss 1 0 0
rsppr rpspp 9 14 3
rsppr rpsps 0 1 0
rsppr rsppp 0 1 1
rsppr sppps 1 4 1
rsppr spsps 0 2 1
rsppr spsrp 1 8 0
rsppr spsrs 1 8 2
rsppr srrsr 0 1 0
rsppr srrss 0 0 1
rsppr srsps 0 0 1
rsppr ssrpp 0 0 2
rsppr ssrpr 0 1 0
rspps ppppp 0 0 1
rspps ppppr 0 0 1
rspps pprpp 1 0 0
rspps pprpr 1 1 0
rspps ppspp 3 1 2
rspps ppspr 3 2 2
rspps ppsps 1 0 0
rspps ppsrp 1 0 0
rspps ppsrr 0 1 0
rspps pssrs 1 0 0
rspps rpppp 4 0 1
rspps rpppr 1 0 0
rspps rpspp 9 1 3
rspps rsrpp 0 0 1
rspps rssrr 1 0 0
rspps sppps 1 1 1
rspps sprpp 1 0 0
rspps spspr 1 0 0
rspps spsps 0 2 0
rspps spsrp 2 2 1
rspps spsrs 2 3 0
rspps srsrs 0 1 0
rspps ssppp 1 0 0
rspps sspss 1 0 0
rspr pppp 2 3 1
rspr pppr 0 7 1
rspr pprp 1 2 2
rspr pprs 1 1 0
rspr ppsp 25 67 17
rspr ppsr 3 3 2
rspr ppss 2 2 1
rspr prsp 3 7 4
rspr pspr 0 2 0
rspr psps 0 1 0
rspr psrs 0 0 1
rspr pssp 0 1 1
rspr pssr 1 2 1
rspr rppp 7 27 6
rspr rppr 0 0 1
rspr rpps 0 2 1
rspr rprp 0 3 0
rspr rpsp 20 37 30
rspr rpss 0 1 0
rspr rrrp 2 1 1
rspr rrrr 1 1 1
rspr rrsr 0 0 1
rspr rspp 1 1 1
rspr rsps 0 1 0
rspr rsrs 0 1 0
rspr rssr 0 1 0
rspr rsss 1 0 0
rspr sppp 3 13 7
rspr sppr 0 1 0
rspr spps 0 2 0
rspr sprp 1 1 1
rspr sprr 0 1 0
rspr spsp 13 10 11
rspr spsr 30 43 22
rspr srpp 1 0 0
rspr srrs 1 4 0
rspr srsp 0 0 1
rspr srsr 1 0 1
rspr ssps 0 1 0
rspr ssrp 1 5 1
rspr ssrr 1 0 0
rspr ssrs 0 0 1
rsprp ppppr 0 1 0
rsprp ppprs 1 0 0
rsprp pprpp 0 0 1
rsprp pprpr 0 1 0
rsprp ppspr 5 5 4
rsprp ppsps 2 0 0
rsprp ppsrp 0 1 0
rsprp ppsrr 0 1 0
rsprp ppssr 1 0 0
rsprp prspp 0 1 0
rsprp prspr 2 1 0
rsprp psrss 1 0 0
rsprp psspr 0 1 0
rsprp pssrr 0 0 1
rsprp rpppr 2 2 1
rsprp rpprp 0 1 0
rsprp rppss 0 0 1
rsprp rpspp 0 2 0
rsprp rpspr 10 13 4
rsprp rpsps 0 0 1
rsprp rrrpr 0 1 0
rsprp rrrrr 0 1 0
rsprp rrsrs 1 0 0
rsprp rspps 0 1 0
rsprp spppr 3 2 2
rsprp sprps 0 1 0
rsprp spspp 0 6 3
rsprp spspr 1 0 0
rsprp spsps 0 1 0
rsprp spsrp 1 5 1
rsprp spsrr 1 6 4
rsprp spsrs 1 1 0
rsprp srspp 1 0 0
rsprp srsrs 0 1 0
rsprp ssrpp 0 1 0
rsprp ssrsr 0 1 0
rsprr ppppr 0 1 1
rsprr pprpp 1 0 0
rsprr pprsr 1 0 0
rsprr ppspp 0 1 0
rsprr ppspr 12 9 2
rsprr ppsps 1 0 0
rsprr ppsrr 0 1 0
rsprr ppsrs 0 0 2
rsprr ppssr 0 2 0
rsprr prspp 1 0 0
rsprr prspr 1 0 0
rsprr prsps 0 1 0
rsprr pssrr 1 0 0
rsprr rpppr 1 3 2
rsprr rpspp 1 0 0
rsprr rpspr 10 7 1
rsprr rrrpr 0 0 1
rsprr rrrps 1 0 0
rsprr rrrrs 0 0 1
rsprr rspps 1 0 0
rsprr rsssp 0 1 0
rsprr spppr 0 2 0
rsprr sppps 0 1 0
rsprr sprps 0 1 0
rsprr spspp 5 2 0
rsprr spspr 2 1 0
rsprr spsps 2 0 0
rsprr spsrp 3 7 3
rsprr spsrr 12 2 0
rsprr spsrs 1 1 0
rsprr srpps 1 0 0
rsprr srrsr 0 1 0
rsprr srsrs 0 0 1
rsprr ssrps 0 1 0
rsprr ssrrs 0 0 1
rsprs ppppp 0 1 0
rsprs ppppr 0 1 0
rsprs ppprp 0 0 3
rsprs ppprr 0 1 0
rsprs ppprs 0 0 3
rsprs pprpp 0 1 0
rsprs pprps 0 0 1
rsprs pprsr 0 0 1
rsprs ppspp 0 1 0
rsprs ppspr 11 12 33
rsprs ppsps 0 2 3
rsprs ppsrp 0 0 2
rsprs ppsrs 1 0 0
rsprs ppssr 0 0 2
rsprs prspp 1 0 0
rsprs prspr 1 0 2
rsprs prsps 1 1 0
rsprs psprr 0 0 1
rsprs psprs 0 0 1
rsprs pspsp 0 0 1
rsprs pssps 0 0 1
rsprs pssrp 0 0 2
rsprs rpppp 0 0 1
rsprs rpppr 13 2 11
rsprs rppss 1 0 1
rsprs rprpr 0 1 2
rsprs rpspp 0 1 2
rsprs rpspr 7 5 19
rsprs rpsps 0 0 1
rsprs rpssp 0 0 1
rsprs rrrpp 0 0 1
rsprs rrrrs 0 1 0
rsprs rsppp 0 0 1
rsprs rspsp 0 0 1
rsprs rssrp 0 1 0
rsprs spppp 0 0 2
rsprs spppr 4 3 4
rsprs spprs 0 0 1
rsprs sppsp 1 0 0
rsprs sppsr 0 1 0
rsprs sprps 0 0 1
rsprs sprrp 1 0 0
rsprs spspp 1 2 5
rsprs spsps 0 2 0
rsprs spsrp 2 4 9
rsprs spsrr 6 4 16
rsprs spsrs 0 1 1
rsprs srrsp 0 0 1
rsprs srrsr 0 0 3
rsprs sspss 0 0 1
rsprs ssrpp 0 1 0
rsprs ssrpr 0 1 1
rsprs ssrps 0 2 0
rsps pppp 4 2 4
rsps pprp 1 0 0
rsps pprs 0 0 1
rsps ppsp 50 24 17
rsps ppsr 2 0 0
rsps ppss 0 1 1
rsps prpr 1 0 0
rsps prrr 1 0 0
rsps prsp 1 0 1
rsps pspp 1 0 0
rsps pspr 1 3 1
rsps pssp 0 0 1
rsps psss 1 1 1
rsps rppp 6 2 7
rsps rppr 1 1 0
rsps rpps 0 1 1
rsps rprp 0 2 0
rsps rprr 3 0 0
rsps rpsp 32 20 9
rsps rpsr 1 2 0
rsps rrrp 2 0 1
rsps rrrs 1 0 0
rsps rspp 0 0 1
rsps rsrp 0 0 1
rsps rssp 1 1 0
rsps rssr 2 1 0
rsps sppp 8 1 4
rsps sprp 1 0 0
rsps spsp 16 6 11
rsps spsr 50 15 18
rsps spss 0 1 1
rsps srsp 0 0 1
rsps srss 0 1 0
rsps sspp 1 0 0
rsps ssrp 2 0 1
rsps ssrs 1 0 1
rspsp ppppp 1 1 0
rspsp ppppr 1 1 0
rspsp pprsr 0 0 1
rspsp ppspp 5 7 5
rspsp ppsss 0 1 0
rspsp prsps 0 1 0
rspsp psprr 0 0 1
rspsp pssps 1 0 0
rspsp psssr 0 1 0
rspsp rpppp 0 1 0
rspsp rppps 4 1 1
rspsp rppsr 0 0 1
rspsp rpspp 5 2 2
rspsp rrrps 1 0 0
rspsp rspps 0 0 1
rspsp rsrpr 1 0 0
rspsp spppp 0 2 0
rspsp spppr 0 1 0
rspsp sppps 0 1 0
rspsp spspp 4 0 4
rspsp spspr 1 0 0
rspsp spsps 0 2 0
rspsp spsrp 11 2 5
rspsp spssr 0 1 0
rspsp srspr 1 0 0
rspsp ssrps 0 0 1
rspsp ssrsp 0 1 0
rspsr ppppp 0 1 1
rspsr ppppr 0 1 0
rspsr pppps 0 0 1
rspsr pprpr 0 0 1
rspsr ppspp 13 17 14
rspsr ppspr 0 0 2
rspsr ppsps 1 0 0
rspsr ppsrp 0 0 1
rspsr ppsrr 1 0 0
rspsr prprs 0 0 1
rspsr prrrs 0 0 1
rspsr prsps 0 0 1
rspsr pspps 0 0 1
rspsr psprr 0 0 1
rspsr psssr 0 0 1
rspsr rppps 3 0 2
rspsr rpprr 0 1 0
rspsr rprrp 0 0 2
rspsr rprrr 0 0 1
rspsr rpspp 8 6 17
rspsr rpsrr 1 0 0
rspsr rrrpp 0 1 0
rspsr rrrps 0 0 1
rspsr rrrsp 0 0 1
rspsr rsspr 0 1 0
rspsr rssrr 0 0 2
rspsr spppp 0 1 5
rspsr sppps 0 0 2
rspsr sprpr 1 0 0
rspsr spspp 2 0 8
rspsr spspr 0 1 0
rspsr spsps 1 1 2
rspsr spsrp 14 6 23
rspsr spsrr 0 1 1
rspsr spsrs 0 0 1
rspsr sspps 0 1 0
rspsr ssrpp 0 0 1
rspsr ssrps 0 0 1
rspsr ssrsr 0 0 1
rspss ppppp 0 1 0
rspss pppps 1 0 0
rspss ppspp 9 13 2
rspss ppsss 0 1 0
rspss psprr 0 1 1
rspss psprs 1 0 0
rspss pssss 0 1 0
rspss rppps 2 0 0
rspss rpprs 0 1 0
rspss rppsp 1 0 0
rspss rprpr 1 0 0
rspss rprps 0 0 1
rspss rpspp 8 9 3
rspss rpsrr 0 1 1
rspss rsspp 1 0 0
rspss rssrp 0 1 0
rspss spppp 0 0 1
rspss spspp 0 3 1
rspss spsps 1 1 0
rspss spsrp 7 2 5
rspss spssp 0 1 0
rspss srssr 0 0 1
rsr ppp 3 4 2
rsr ppr 3 2 1
rsr pps 56 60 68
rsr prs 2 2 4
rsr psp 0 8 0
rsr psr 1 0 1
rsr pss 4 0 1
rsr rpp 24 26 29
rsr rpr 5 4 7
rsr rps 47 35 93
rsr rrp 1 1 1
rsr rrr 1 4 3
rsr rrs 2 0 0
rsr rsp 4 0 2
rsr rsr 0 4 0
rsr rss 1 3 1
rsr spp 17 9 20
rsr spr 1 2 3
rsr sps 52 60 104
rsr srp 0 1 0
rsr srr 2 3 4
rsr srs 1 0 2
rsr ssp 0 0 1
