player computer r s p
rsr ssr 4 7 10
rsr sss 0 0 2
rsrp pppp 1 0 0
rsrp pprp 0 1 0
rsrp ppsr 13 6 4
rsrp ppss 15 9 7
rsrp prsr 1 0 0
rsrp prss 0 2 0
rsrp psrp 0 1 0
rsrp pssp 1 0 0
rsrp rppp 2 1 4
rsrp rppr 12 1 2
rsrp rpps 0 3 1
rsrp rprp 1 0 0
rsrp rprs 3 1 2
rsrp rpsp 1 0 0
rsrp rpsr 1 1 0
rsrp rpss 22 27 27
rsrp rrpr 1 0 0
rsrp rrrr 1 0 1
rsrp rssr 1 0 0
rsrp sppr 1 1 0
rsrp spps 6 3 2
rsrp sprr 2 0 0
rsrp sprs 0 1 0
rsrp spsp 0 0 1
rsrp spsr 8 16 0
rsrp spss 23 26 18
rsrp srrr 1 0 0
rsrp srrs 0 1 1
rsrp srsp 0 2 0
rsrp ssps 0 0 1
rsrp ssrp 2 1 0
rsrp ssrr 0 3 0
rsrp ssrs 1 2 1
rsrp sssp 1 0 0
rsrp ssss 1 0 0
rsrpp ppsrp 2 2 0
rsrpp ppssp 3 3 1
rsrpp rpppr 0 0 2
rsrpp rppps 0 0 1
rsrpp rpprp 1 0 1
rsrpp rprsp 1 0 0
rsrpp rprsr 1 0 0
rsrpp rpssr 9 11 3
rsrpp rpsss 1 0 2
rsrpp rrrrp 0 1 0
rsrpp sppsp 0 0 2
rsrpp spsps 0 1 0
rsrpp spssp 7 2 3
rsrpp spssr 2 4 0
rsrpp srrsp 0 1 0
rsrpp sspsr 1 0 0
rsrpp ssrsr 0 0 1
rsrpr ppppr 0 0 1
rsrpr ppsrp 1 9 0
rsrpr ppsrr 1 1 0
rsrpr ppsrs 0 1 0
rsrpr ppssp 2 7 1
rsrpr ppssr 0 3 1
rsrpr ppsss 0 1 0
rsrpr prsrs 1 0 0
rsrpr psspp 0 1 0
rsrpr rppps 0 1 1
rsrpr rpprp 1 1 0
rsrpr rpprr 0 9 1
rsrpr rprpp 0 0 1
rsrpr rprsp 0 1 0
rsrpr rprss 0 0 1
rsrpr rpspp 0 1 0
rsrpr rpsrp 0 0 1
rsrpr rpssp 0 1 0
rsrpr rpssr 5 6 3
rsrpr rpsss 2 4 0
rsrpr rrprr 0 1 0
rsrpr rrrrs 0 1 0
rsrpr rssrs 0 1 0
rsrpr spprp 0 0 1
rsrpr sppsp 1 2 0
rsrpr sppsr 1 1 1
rsrpr sprrp 0 1 0
rsrpr sprrr 0 1 0
rsrpr spsrp 0 3 0
rsrpr spsrr 2 3 0
rsrpr spssp 1 10 2
rsrpr spssr 3 4 2
rsrpr spsss 0 0 1
rsrpr srrrr 0 1 0
rsrpr ssrpr 0 1 1
rsrpr ssrsr 0 1 0
rsrpr ssspr 0 1 0
rsrpr ssssp 0 1 0
rsrps pprpp 0 1 0
rsrps ppsrp 3 2 1
rsrps ppssp 3 2 0
rsrps ppssr 2 0 0
rsrps ppsss 0 0 1
rsrps prssr 1 0 0
rsrps rpppp 0 1 0
rsrps rpprp 1 0 0
rsrps rppsp 1 0 0
rsrps rppsr 2 0 0
rsrps rprss 0 1 0
rsrps rpsrp 1 0 0
rsrps rpssr 4 7 4
rsrps rpsss 4 2 5
rsrps spprp 0 0 1
rsrps sppsp 1 2 0
rsrps sprss 0 1 0
rsrps spsrp 3 1 1
rsrps spsrr 3 3 4
rsrps spssp 9 3 1
rsrps spssr 5 2 2
rsrps spsss 2 0 0
rsrps srrss 0 0 1
rsrps srspp 1 0 0
rsrps srspr 0 1 0
rsrps ssrps 1 0 0
rsrps ssrrp 1 0 0
rsrps ssrrr 1 0 1
rsrps ssrsp 0 0 1
rsrps ssrsr 0 0 1
rsrr ppps 0 0 1
rsrr pprp 0 1 0
rsrr pprr 0 2 0
rsrr ppsp 1 5 2
rsrr ppsr 7 5 5
rsrr ppss 8 7 5
rsrr prss 1 0 1
rsrr psrs 1 0 0
rsrr pssp 1 0 1
rsrr pssr 0 0 1
rsrr rppp 2 2 2
rsrr rppr 0 6 2
rsrr rpps 4 1 3
rsrr rprs 0 1 4
rsrr rpsr 0 1 0
rsrr rpss 10 10 14
rsrr rrps 1 0 0
rsrr rrrr 1 0 0
rsrr rrsp 0 1 0
rsrr rrss 1 0 0
rsrr rspp 1 0 0
rsrr rsps 0 0 1
rsrr rssr 0 0 1
rsrr sppr 1 0 1
rsrr spps 1 4 2
rsrr sprr 0 1 0
rsrr spsr 0 2 6
rsrr spss 9 15 16
rsrr srrs 0 1 1
rsrr srss 1 0 0
rsrr ssrr 0 1 0
rsrr ssrs 0 1 1
rsrrp pppss 1 0 0
rsrrp ppsps 1 0 0
rsrrp ppsrp 3 1 0
rsrrp ppsrr 0 0 1
rsrrp ppssp 1 0 1
rsrrp ppssr 0 1 1
rsrrp ppsss 0 1 0
rsrrp prssp 1 0 0
rsrrp pssrs 0 0 1
rsrrp rpppr 1 1 0
rsrrp rpprr 0 1 0
rsrrp rppsp 2 1 0
rsrrp rprsr 1 0 0
rsrrp rprss 1 0 2
rsrrp rpssp 1 0 0
rsrrp rpssr 4 0 3
rsrrp rpsss 1 2 1
rsrrp rssrs 0 0 1
rsrrp spprs 0 1 0
rsrrp sppsr 0 1 1
rsrrp spsrs 2 1 1
rsrrp spssp 1 0 0
rsrrp spssr 3 1 1
rsrrp spsss 2 3 4
rsrrp srrsp 0 1 0
rsrrp ssrsr 0 0 1
rsrrr ppsps 0 1 0
rsrrr ppsrp 1 1 0
rsrrr ppsrr 1 1 0
rsrrr ppsrs 1 1 0
rsrrr ppssp 1 2 0
rsrrr ppsss 1 2 1
rsrrr prssp 0 0 1
rsrrr psrsp 1 0 0
rsrrr psspr 1 0 0
rsrrr rpppr 2 0 0
rsrrr rppsp 2 0 0
rsrrr rppsr 0 0 1
rsrrr rpssp 1 0 0
rsrrr rpssr 2 0 3
rsrrr rpsss 2 2 0
rsrrr rrpsr 1 0 0
rsrrr rrsss 1 0 0
rsrrr rsppp 1 0 0
rsrrr spprr 1 0 0
rsrrr sppss 0 0 1
rsrrr spssr 1 0 1
rsrrr spsss 1 3 2
rsrrr srssr 0 0 1
rsrrs pprpp 1 0 0
rsrrs pprrp 0 1 0
rsrrs pprrr 0 1 0
rsrrs ppspp 3 0 0
rsrrs ppspr 2 0 0
rsrrs ppsrp 0 0 1
rsrrs ppsrr 0 1 0
rsrrs ppsrs 2 1 0
rsrrs ppssp 3 2 2
rsrrs rpppr 2 0 0
rsrrs rpprp 1 1 0
rsrrs rpprr 0 1 1
rsrrs rpprs 0 0 2
rsrrs rppsp 0 1 0
rsrrs rprss 0 1 0
rsrrs rpsrs 0 1 0
rsrrs rpssr 3 1 1
rsrrs rpsss 2 0 1
rsrrs rrsps 0 0 1
rsrrs sppsp 0 0 1
rsrrs sppsr 1 2 0
rsrrs sprrr 0 1 0
rsrrs spsrs 0 0 2
rsrrs spssp 1 0 1
rsrrs spssr 0 1 1
rsrrs spsss 2 5 3
rsrrs srrss 0 0 1
rsrrs ssrrp 1 0 0
rsrrs ssrsp 1 0 0
rsrs pppp 0 0 2
rsrs pppr 1 0 0
rsrs pprp 0 0 1
rsrs ppsp 11 1 1
rsrs ppsr 5 5 2
rsrs ppss 12 4 10
rsrs prsr 0 1 0
rsrs prss 0 0 1
rsrs pspr 1 1 3
rsrs rppp 10 2 0
rsrs rppr 0 1 3
rsrs rpps 0 2 0
rsrs rprs 0 0 3
rsrs rpsp 2 0 0
rsrs rpss 8 9 12
rsrs rrpp 0 0 1
rsrs rrrp 1 0 0
rsrs rrrr 2 0 0
rsrs rrrs 0 0 1
rsrs rsrp 0 0 1
rsrs rsrr 1 0 0
rsrs rsrs 1 0 0
rsrs rssr 1 0 1
rsrs sppp 0 0 1
rsrs spps 1 0 3
rsrs sprp 0 0 2
rsrs spsp 2 0 1
rsrs spsr 12 3 3
rsrs spss 12 8 11
rsrs srps 1 0 0
rsrs srrr 1 0 0
rsrs srrs 1 1 0
rsrs ssrp 0 0 1
rsrs ssrr 0 0 1
rsrs ssrs 2 0 2
rsrsp ppppr 0 1 0
rsrsp pppps 1 0 0
rsrsp pprps 0 0 1
rsrsp ppspr 0 1 0
rsrsp ppsrr 2 0 0
rsrsp ppssp 4 0 2
rsrsp ppsss 1 2 1
rsrsp prssr 1 0 0
rsrsp psprr 0 0 1
rsrsp psprs 1 1 0
rsrsp rpprr 1 0 0
rsrsp rpprs 0 2 0
rsrsp rprsp 0 1 0
rsrsp rprss 1 1 0
rsrsp rpssp 3 0 1
rsrsp rpssr 0 1 0
rsrsp rpsss 7 0 0
rsrsp rrpps 1 0 0
rsrsp rrrss 0 1 0
rsrsp rsrpp 1 0 0
rsrsp rssrp 0 1 0
rsrsp sppps 0 1 0
rsrsp sppsp 0 0 1
rsrsp sppss 2 0 0
rsrsp sprpp 0 0 1
rsrsp sprps 0 1 0
rsrsp spspp 0 1 0
rsrsp spsrp 0 1 1
rsrsp spsrr 1 0 0
rsrsp spssp 1 3 2
rsrsp spssr 0 0 1
rsrsp spsss 2 1 0
rsrsp ssrpp 0 0 1
rsrsp ssrrs 0 1 0
rsrsp ssrsp 1 1 0
rsrsr ppprp 0 1 0
rsrsr ppspp 2 7 0
rsrsr ppspr 0 1 0
rsrsr ppsps 0 1 0
rsrsr ppsrp 0 0 2
rsrsr ppsrr 1 0 1
rsrsr ppsrs 0 1 0
rsrsr ppssp 0 1 0
rsrsr ppssr 0 1 0
rsrsr ppsss 1 4 4
rsrsr psprs 0 1 0
rsrsr rpppp 0 5 0
rsrsr rpppr 1 0 0
rsrsr rppps 2 2 0
rsrsr rpspp 1 0 0
rsrsr rpspr 0 1 0
rsrsr rpssp 0 1 0
rsrsr rpsss 1 4 1
rsrsr rrrpr 0 1 0
rsrsr rrrrp 0 0 1
rsrsr rrrrr 0 1 0
rsrsr rsrrs 0 1 0
rsrsr rsrsp 0 1 0
rsrsr rssrs 0 1 0
rsrsr sppss 0 1 0
rsrsr spspp 0 0 1
rsrsr spsps 0 1 0
rsrsr spsrp 3 2 0
rsrsr spsrr 1 4 2
rsrsr spssp 0 3 4
rsrsr spssr 0 0 1
rsrsr spsss 1 3 0
rsrsr srpsr 0 1 0
rsrsr srrrs 0 0 1
rsrsr srrsr 0 1 0
rsrsr ssrsp 0 1 1
rsrss ppspr 1 0 0
rsrss ppsrp 4 0 0
rsrss ppsrr 0 0 1
rsrss ppssp 0 1 1
rsrss ppsss 1 0 1
rsrss prsrs 0 1 0
rsrss psprs 1 0 0
rsrss rpppp 0 0 1
rsrss rpppr 0 0 1
rsrss rpprs 0 1 0
rsrss rppsr 0 0 1
rsrss rpsss 2 3 4
rsrss spsrp 2 0 1
rsrss spssp 1 2 1
rsrss spsss 2 2 0
rsrss srrsp 0 0 1
rss ppp 1 3 6
rss ppr 6 7 3
rss pps 58 70 78
rss prp 0 1 0
rss prs 2 1 4
rss psp 1 1 1
rss pss 2 4 0
rss rpp 10 19 13
rss rpr 2 2 3
rss rps 35 38 69
rss rrp 2 1 3
rss rrr 2 7 3
rss rsp 2 1 1
rss rsr 2 1 1
rss rss 2 6 1
rss spp 7 13 9
rss spr 0 1 2
rss sps 54 70 67
rss srp 0 2 2
rss srr 3 7 3
rss srs 1 2 1
rss ssp 0 2 3
rss ssr 5 9 11
rss sss 0 1 0
rssp pppr 0 1 1
rssp ppps 2 1 0
rssp pprr 1 1 0
rssp ppsp 2 4 3
rssp ppsr 19 10 14
rssp ppss 11 5 5
rssp prsr 0 0 1
rssp prss 1 2 0
rssp pspp 0 1 0
rssp rppp 1 1 1
rssp rppr 5 1 1
rssp rpps 0 0 1
rssp rprp 0 0 2
rssp rprr 1 0 0
rssp rpsp 0 2 2
rssp rpsr 1 1 0
rssp rpss 23 14 23
rssp rrpr 1 0 0
rssp rrps 1 0 1
rssp rrrp 0 1 0
rssp rrrr 1 1 0
rssp rspp 0 0 1
rssp rsrr 1 0 0
rssp rssr 0 1 0
rssp sppr 3 2 4
rssp sprr 0 1 0
rssp sprs 0 0 1
rssp spsp 1 0 1
rssp spsr 4 1 5
rssp spss 21 13 19
rssp srps 0 1 1
rssp srrr 3 0 0
rssp srsr 1 0 0
rssp sspr 1 1 0
rssp ssps 0 1 0
rssp ssrr 3 1 0
rssp ssrs 3 1 3
rsspp ppprp 1 0 0
rsspp ppspr 3 0 0
rsspp ppsrp 4 2 1
rsspp ppsrr 0 0 2
rsspp ppsrs 3 2 0
rsspp ppssp 1 0 3
rsspp ppssr 1 0 0
rsspp prsrp 0 1 0
rsspp rpppr 1 0 0
rsspp rpprr 0 0 1
rsspp rppsr 0 1 0
rsspp rprpr 1 0 0
rsspp rprps 1 0 0
rsspp rpspp 0 0 1
rsspp rpspr 0 0 1
rsspp rpssp 3 1 3
rsspp rpssr 1 1 0
rsspp rpsss 1 6 7
rsspp rrpss 0 0 1
rsspp rsppp 1 0 0
rsspp spprr 1 0 1
rsspp sprss 0 1 0
rsspp spspp 0 1 0
rsspp spsrp 3 2 0
rsspp spssp 4 3 8
rsspp spsss 1 0 3
rsspp srpsr 0 1 0
rsspp ssrsp 0 0 1
rsspp ssrss 1 0 1
rsspr pppsr 1 0 0
rsspr pprrp 0 1 0
rsspr ppspr 2 0 0
rsspr ppsrp 1 4 2
rsspr ppsrr 1 0 0
rsspr ppsrs 3 4 4
rsspr ppssp 6 1 1
rsspr ppssr 1 1 0
rsspr prssr 1 0 0
rsspr rppps 0 1 0
rsspr rpprp 2 2 0
rsspr rpprs 0 1 0
rsspr rprrp 1 0 0
rsspr rpsrs 0 1 0
rsspr rpssp 1 1 3
rsspr rpssr 1 0 0
rsspr rpsss 9 5 2
rsspr rrprs 0 1 0
rsspr rrpss 0 0 1
rsspr rrrrr 0 0 1
rsspr rsrrs 1 0 0
rsspr spprs 1 1 1
rsspr spspr 1 0 0
rsspr spsrp 0 1 0
rsspr spsrr 1 0 0
rsspr spsrs 0 1 0
rsspr spssp 7 6 3
rsspr spsss 2 2 0
rsspr srrrp 1 2 0
rsspr srsrs 0 0 1
rsspr ssprr 1 0 0
rsspr ssrrp 1 0 1
rsspr ssrrr 0 1 0
rsspr ssrss 0 1 2
rssps ppprs 1 0 0
rssps pppsp 1 0 0
rssps pprrp 1 0 0
rssps ppspp 1 0 0
rssps ppspr 1 1 0
rssps ppsps 1 0 0
rssps ppsrp 2 0 1
rssps ppsrs 3 2 2
rssps ppssp 3 1 0
rssps ppssr 1 0 0
rssps prssp 1 0 0
rssps prssr 1 0 0
rssps psppr 0 1 0
rssps rpppp 0 0 1
rssps rpprp 0 0 1
rssps rpsps 1 0 1
rssps rpsrp 0 0 1
rssps rpssp 3 2 0
rssps rpsss 5 3 1
rssps rrrpr 1 0 0
rssps rrrrp 0 0 1
rssps rssrs 0 1 0
rssps spprr 1 1 0
rssps sprrs 1 0 0
rssps spsrp 1 0 0
rssps spssp 4 3 3
rssps spsss 1 2 0
rssps srpss 1 0 0
rssps ssprs 1 0 0
rssps sspsr 0 0 1
rssps ssrrp 1 0 0
rssps ssrss 1 0 0
rssr ppps 1 0 0
rssr pprr 1 2 2
rssr pprs 0 1 0
rssr ppsp 1 0 1
rssr ppsr 9 9 11
rssr ppss 7 3 14
rssr prss 0 0 2
rssr psps 0 1 0
rssr pssr 0 1 1
rssr rppp 0 1 0
rssr rppr 1 0 3
rssr rpps 2 2 1
rssr rprs 0 1 1
rssr rpsp 2 0 0
rssr rpss 3 7 22
rssr rrpr 0 1 0
rssr rrps 0 0 1
rssr rrrr 0 0 2
rssr rspp 1 1 0
rssr rsrp 0 0 1
rssr rsrs 0 1 0
rssr rssr 0 1 1
rssr sppr 0 5 2
rssr spsp 0 0 1
rssr spsr 3 3 1
rssr spss 10 10 24
rssr srrr 1 0 1
rssr srrs 1 0 0
rssr srsr 1 0 0
rssr ssrr 0 1 1
rssr ssrs 0 1 2
rssrp pprrp 1 0 0
rssrp pprrr 0 1 0
rssrp ppspp 0 1 0
rssrp ppsrp 1 2 0
rssrp ppsrr 0 2 0
rssrp ppsrs 4 1 1
rssrp ppssp 0 1 0
rssrp ppssr 0 1 0
rssrp ppsss 7 3 1
rssrp prssr 1 0 0
rssrp prsss 0 0 1
rssrp pssrr 0 1 0
rssrp rpprp 1 0 0
rssrp rpprs 0 0 2
rssrp rppsp 0 0 1
rssrp rprsr 0 0 1
rssrp rpssr 1 0 0
rssrp rpsss 6 9 5
rssrp rrpss 0 1 0
rssrp rrrrs 1 0 0
rssrp rsrpp 0 1 0
rssrp rssrs 0 0 1
rssrp spprr 0 0 1
rssrp spspp 0 1 0
rssrp spssp 1 1 0
rssrp spssr 1 1 0
rssrp spsss 7 6 6
rssrp srrrp 1 0 0
rssrp ssrrr 0 1 0
rssrp ssrsr 1 0 0
rssrp ssrss 1 0 0
rssrr pppsr 0 1 0
rssrr pprrs 0 1 0
rssrr ppsps 0 0 1
rssrr ppsrp 3 0 0
rssrr ppsrs 0 2 4
rssrr ppsss 3 1 2
rssrr rpprs 0 1 0
rssrr rppsr 1 0 1
rssrr rpspp 0 0 1
rssrr rpspr 1 0 0
rssrr rpssr 1 0 0
rssrr rpsss 0 1 1
rssrr rsppr 0 0 1
rssrr spsrr 0 2 1
rssrr spsss 2 4 1
rssrr srrrr 0 1 0
rssrr srrsr 0 0 1
rssrr srsrp 0 0 1
rssrs pprrp 0 1 0
rssrs pprrr 1 0 0
rssrs pprsp 1 0 0
rssrs ppsrp 2 0 3
rssrs ppsrs 0 0 4
rssrs ppsss 2 0 0
rssrs pspss 0 0 1
rssrs pssrs 1 0 0
rssrs rpppr 1 0 0
rssrs rppsp 0 1 0
rssrs rppsr 1 0 0
rssrs rprss 0 0 1
rssrs rpssr 0 0 1
rssrs rpsss 1 3 1
rssrs rrprp 1 0 0
rssrs rspps 0 0 1
rssrs rsrss 1 0 0
rssrs rssrs 0 0 1
rssrs spprr 2 0 2
rssrs spprs 0 0 1
rssrs spsrp 0 1 0
rssrs spsrr 0 0 2
rssrs spssp 1 0 0
rssrs spssr 0 1 1
rssrs spsss 1 1 5
rssrs ssrrp 0 0 1
rssrs ssrss 0 0 1
rsss pppr 0 1 0
rsss ppps 1 0 1
rsss pprp 1 0 0
rsss pprr 0 5 1
rsss ppsp 2 3 1
rsss ppsr 6 15 13
rsss ppss 11 10 8
rsss prpp 0 1 0
rsss prss 0 0 1
rsss pspp 0 1 0
rsss pssr 0 3 1
rsss rppp 0 3 2
rsss rppr 3 3 6
rsss rpps 0 1 1
rsss rprs 1 0 1
rsss rpss 6 17 13
rsss rrpr 1 0 0
rsss rrrp 1 1 0
rsss rrrr 0 3 0
rsss rrrs 1 0 1
rsss rspp 0 0 1
rsss rsrp 0 0 1
rsss rssp 0 1 0
rsss rssr 1 2 1
rsss rsss 0 1 0
rsss sppp 1 0 0
rsss sppr 1 3 5
rsss spps 1 0 0
rsss sprs 0 0 1
rsss spsp 4 2 2
rsss spsr 2 5 2
rsss spss 12 23 17
rsss srps 0 1 1
rsss srrp 0 0 1
rsss srrr 1 2 2
rsss srrs 0 0 1
rsss srss 0 1 1
rsss sspr 0 1 0
rsss ssps 1 0 0
rsss ssrp 1 0 0
rsss ssrr 0 1 0
rsss ssrs 1 4 2
rsss sssp 0 0 1
rsssp pppsp 0 0 1
rsssp ppsps 0 0 1
rsssp ppsrp 1 0 0
rsssp ppsrr 4 1 4
rsssp ppsrs 0 1 0
rsssp ppssp 2 2 3
rsssp ppsss 1 0 0
rsssp prsss 1 0 0
rsssp pssrr 1 0 0
rsssp rppps 1 0 0
rsssp rpprp 0 1 0
rsssp rpprs 2 2 1
rsssp rppsr 0 0 1
rsssp rprsr 1 0 0
rsssp rpssr 4 4 4
rsssp rrrsp 0 1 0
rsssp rspps 0 0 1
rsssp rsrpp 1 0 0
rsssp rssrr 1 0 0
rsssp spprr 0 1 0
rsssp spprs 3 0 1
rsssp sprss 0 1 0
rsssp spspp 0 1 1
rsssp spsrr 0 2 0
rsssp spssp 1 0 0
rsssp spssr 6 6 1
rsssp srpsr 0 0 1
rsssp srrpr 1 0 0
rsssp srrrp 0 0 1
rsssp srrrs 0 0 1
rsssp srrsp 1 0 0
rsssp ssrsr 1 0 0
rsssp ssrss 0 0 1
rsssp sssps 0 1 0
rsssr pppsr 0 1 0
rsssr pprps 0 0 1
rsssr ppspr 0 0 1
rsssr ppsps 0 1 0
rsssr ppsrp 1 0 0
rsssr ppsrr 0 1 2
rsssr ppsrs 2 0 0
rsssr ppssp 1 8 1
rsssr ppsss 1 0 0
rsssr rpprs 0 2 1
rsssr rprss 0 0 1
rsssr rpssp 0 0 1
rsssr rpssr 0 4 1
rsssr rrprp 0 0 1
rsssr rrrpr 0 0 1
rsssr rrrss 1 0 0
rsssr rssrs 1 0 0
rsssr spppp 1 0 0
rsssr spprs 0 0 1
rsssr sppsp 0 0 1
rsssr spspp 2 0 2
rsssr spsrr 1 0 1
rsssr spssp 0 1 0
rsssr spssr 2 4 5
rsssr srrrp 0 0 1
rsssr sspsr 1 0 0
rsssr ssrpp 1 0 0
rsssr ssrsr 1 0 0
rssss ppprr 0 1 0
rssss pprrr 0 4 1
rssss ppspr 0 1 0
rssss ppsps 0 1 1
rssss ppsrr 1 10 1
rssss ppsrs 0 2 1
rssss ppssp 0 7 3
rssss prppr 0 1 0
rssss psppr 0 1 0
rssss pssrp 0 1 0
rssss pssrr 1 0 0
rssss pssrs 0 1 0
rssss rpppp 0 1 0
rssss rppps 2 0 0
rssss rpprs 1 1 1
rssss rppss 1 0 0
rssss rpssp 0 2 0
rssss rpssr 2 8 4
rssss rpsss 1 0 0
rssss rrrpp 0 1 0
rssss rrrrr 0 3 0
rssss rssrp 0 0 1
rssss rssrr 0 1 0
rssss rsssr 0 1 0
rssss spprs 0 3 0
rssss spspp 0 0 1
rssss spsrp 1 0 1
rssss spsrr 0 3 0
rssss spssr 5 10 6
rssss spsss 1 1 0
rssss srpss 0 0 1
rssss srrrp 0 1 0
rssss srrrs 0 1 0
rssss srsss 0 1 0
rssss ssprr 0 1 0
rssss ssrrr 0 1 0
rssss ssrsr 1 1 0
rssss ssrss 0 2 0
s p 695 1690 917
s r 642 1350 1217
s s 727 1526 1179
sp pp 25 21 26
sp pr 301 236 207
sp ps 23 20 33
sp rp 14 21 22
sp rr 313 201 445
sp rs 26 105 36
sp sp 33 34 17
sp sr 339 375 265
sp ss 31 14 15
spp ppp 2 3 3
spp ppr 1 2 2
spp pps 2 3 8
spp prp 48 28 64
spp prr 17 29 12
spp prs 3 0 2
spp psr 2 0 5
spp pss 7 9 8
spp rpp 0 0 4
spp rpr 2 1 1
spp rps 5 5 4
spp rrp 6 13 7
spp rrr 3 5 2
spp rrs 101 120 171
spp rsp 0 1 0
spp rsr 9 7 18
spp spp 0 1 3
spp spr 6 0 4
spp sps 2 1 0
spp srp 8 4 9
spp srr 66 67 95
spp srs 0 6 3
spp ssp 4 3 4
spp ssr 1 0 1
spp sss 0 1 1
sppp pppp 0 0 1
sppp pppr 1 0 1
sppp pprr 0 0 1
sppp pprs 1 0 0
sppp ppsr 1 0 1
sppp ppss 3 1 2
sppp prpp 6 6 10
sppp prpr 1 1 1
sppp prps 12 9 15
sppp prrr 4 3 5
sppp prsp 1 0 1
sppp psrp 1 0 0
sppp psrs 1 0 3
sppp pssp 2 2 2
sppp pssr 1 0 1
sppp rpps 1 1 1
sppp rprr 0 0 1
sppp rpsp 2 1 1
sppp rrpp 0 2 1
sppp rrpr 2 0 0
sppp rrrr 1 0 1
sppp rrsp 0 1 2
sppp rrsr 27 29 45
sppp rrss 15 5 44
sppp rsrp 1 0 0
sppp rsrr 0 0 2
sppp rsrs 4 0 10
sppp sppr 0 0 1
sppp spps 1 0 1
sppp sprp 0 2 2
sppp srpp 2 2 3
sppp srps 0 1 1
sppp srrr 6 10 16
sppp srrs 17 16 25
sppp srsp 0 0 1
sppp srsr 2 0 0
sppp sspr 1 0 2
sppp ssps 1 0 0
sppp ssrr 0 0 1
sppp sssr 0 1 0
spppp ppppp 0 0 1
spppp ppprs 1 0 0
spppp pprrp 0 0 1
spppp ppsrp 0 0 1
spppp ppssp 1 1 0
spppp prppp 1 1 1
spppp prpps 2 0 5
spppp prprr 0 0 1
spppp prpsr 0 1 0
spppp prpss 3 2 9
spppp prrrp 1 0 1
spppp prrrr 0 0 1
spppp prrrs 2 0 0
spppp prspp 0 0 1
spppp psrsp 1 1 0
spppp psrss 0 0 1
spppp psspr 0 1 1
spppp pssrp 1 0 0
spppp rprrp 0 0 1
spppp rpspp 0 0 1
spppp rrppp 0 1 0
spppp rrrrp 0 0 1
spppp rrspr 0 0 1
spppp rrsps 1 0 0
spppp rrsrp 0 0 1
spppp rrsrr 1 7 17
spppp rrsrs 3 2 14
spppp rrssp 1 1 1
spppp rrssr 2 1 0
spppp rrsss 10 1 27
spppp rsrrr 1 0 0
spppp rsrrs 0 1 0
spppp rsrsp 0 1 1
spppp rsrsr 2 0 0
spppp rsrss 3 3 0
spppp spprp 0 1 0
spppp sppsp 0 0 1
spppp sprpr 1 0 1
spppp srppp 0 1 0
spppp srpps 1 0 1
spppp srpsr 0 1 0
spppp srrrp 1 0 0
spppp srrrr 0 0 6
spppp srrrs 3 3 2
spppp srrsp 3 0 1
spppp srrsr 0 0 1
spppp srrss 6 1 13
spppp srsps 0 1 0
spppp ssprp 0 0 1
spppp ssprs 0 0 1
spppp ssrrs 0 0 1
spppr ppprs 0 1 0
spppr pprsr 0 0 1
spppr ppsrs 0 1 0
spppr ppssp 0 1 1
spppr ppsss 0 0 1
spppr prppp 0 1 0
spppr prpps 2 1 2
spppr prprs 0 1 0
spppr prpss 3 4 2
spppr prrrs 2 2 0
spppr prsps 0 1 0
spppr psrpr 1 0 0
spppr psrsr 1 0 0
spppr psspr 1 0 0
spppr pssrp 1 0 0
spppr rppss 1 0 0
spppr rpspp 0 1 0
spppr rpsps 1 0 0
spppr rrprp 0 0 2
spppr rrrrr 0 0 1
spppr rrsrr 8 5 2
spppr rrsrs 2 7 3
spppr rrssp 0 0 1
spppr rrssr 1 0 0
spppr rrsss 1 10 2
spppr rsrpr 0 1 0
spppr rsrss 3 1 0
spppr sppss 0 1 0
spppr srpps 1 1 0
spppr srrrr 1 0 0
spppr srrrs 1 2 1
spppr srrsr 1 0 0
spppr srrss 2 8 6
spppr srsrp 0 1 0
spppr ssprr 0 0 1
spppr sspss 1 0 0
sppps ppssp 0 1 0
sppps prppp 0 2 0
sppps prpps 3 1 0
sppps prprs 0 0 1
sppps prpsp 0 1 0
sppps prpss 1 5 2
sppps prrrp 1 0 0
sppps prrrs 0 1 1
sppps psspp 1 0 0
sppps psspr 0 0 1
sppps rppss 1 0 0
sppps rrpps 0 2 0
sppps rrsps 1 0 0
sppps rrsrr 21 2 2
sppps rrsrs 3 0 1
sppps rrsss 1 2 2
sppps sprps 0 2 0
sppps srppp 0 2 0
sppps srpss 0 1 0
sppps srrrr 2 0 0
sppps srrrs 5 2 1
sppps srrsp 0 1 1
sppps srrss 6 6 2
sppps sssrs 1 0 0
sppr pppr 0 0 1
sppr ppps 0 1 0
sppr pprs 0 1 0
sppr ppss 1 1 0
sppr prpp 6 8 3
sppr prpr 0 3 0
sppr prps 6 11 8
sppr prrr 7 8 2
sppr prsp 0 2 0
sppr prsr 0 1 0
sppr psrs 1 1 0
sppr pssp 2 2 0
sppr pssr 1 1 0
sppr psss 0 1 0
sppr rprr 1 0 0
sppr rprs 1 0 0
sppr rpsp 1 2 1
sppr rpsr 1 0 0
sppr rrpp 1 2 1
sppr rrpr 0 1 0
sppr rrps 0 1 0
sppr rrrr 1 2 0
sppr rrsr 39 18 10
sppr rrss 5 22 6
sppr rsrs 3 2 4
sppr sprp 1 3 1
sppr sprr 1 0 0
sppr spsp 0 1 0
sppr spss 0 1 0
